0,"Oppożizzjoni bla sinsla, flok jikritikaw il-baġit qabduha fuq l-isparatura, u dawn x'iridu jgħidu għal petrol daqs kemm raħsuh huma għax kull xahar jogħla kien u jien għadni ma nsejtx.","oppożizzjoni bla sinsla , flok jikritikaw il baġit qabad fuq l isparatura , u dawn x' iridu qal għal petrol daqs kemm raħsuh huwa għax kull xahar jogħla kien u huwa għad ma nesa ."
0,"Hekk sew! Dawk l-inħawi mdawwrin bil-grounds, u aħna tal-Kottonerta lanqas ground m'hawn fejn nitrenjaw! Bqajna l-istess!!","hekk sew ! dawk l inħawi mdawwrin bil grounds , u huwa tal kottonerta lanqas ground m' hawn fejn nitrenjaw ! baqa' l istess !!"
0,Aħjar tibdew tagħmlu xi ħaġa għax s'issa ħlief paroli ma smajniex !!!!!!!!!!!!!!!!!!!!!!!,aħjar tibdew għamel xi ħaġa għax s' issa ħlief paroli ma sema' !!
0,Hogwash! Itfaghalhom ic-cicri! Bhahen!,hogwash ! itfaghalhom ic ċiċra ! bhahen !
1,L-informazzjoni dwar il-kappelli hija tassew interessanti.,l informazzjoni dwar il kappella huwa tassew interessanti .
1,"Tajjeb li n-nies jagħmlu użu aħjar mit-transport pubbliku, 'taxis' u forom oħra ta' transport.","tajjeb li n nies għamel użu aħjar mit transport pubbliku , ' taxis' u forma oħra ta' transport ."
0,Possibbli l-knisja lokali ma tħoss li għanda titkellem u tfiehem lil min jemmen bil-ħallieq u tagħti informazzjoni ta' xi jkun ifisser meta tasal tieħu ġurament. Is-serjeta tiegħu?,possibbli l knisja lokali ma ħass li għanda tkellem u fiehem lil min emmen bil ħallieq u ta informazzjoni ta' xi kien ifisser meta wasal ħa ġurament . is serjeta ta' ?
0,Il-poplu baqgħa jiftakar li Gonzi ivvota bil-qalb favur l-għoli tal-prezzijiet tant li l-poplu tah l-ikbar telfa elettorali li tibqa tissemma fl-istorja ta' Malta.,il poplu baqgħa ftakar li [SURNAME] ivvota bil qalb favur l għoli tal prezz tant li l poplu tah l ikbar telfa elettorali li tibqa tissemma fl istorja ta' malta .
0,"Hemm ħafna affarijiet li jista jagħmel il-gvern għal din il-kategorija, iżda jidher li ma tantx għandu ċans jaħseb fihom.","hemm ħaf affari li jista għamel il gvern għal din il kategorija , iżda deher li ma tantx kellu ċans ħaseb fihom ."
0,Nixtieq ngħid xi ħaġa lil din il-mara li ħlist ħelsa minn raġel (jekk tista ssejjaħlu raġel) li ma jiswiex karlin. Issa jmur isib waħda minn dawk il maħmuġin li jħobb jara.,nixtieq qal xi ħaġa lil din il mara li ħeles ħlas minn raġel ( jekk tista sejjaħ raġel ) li ma jiswiex karlin . issa mar isib wieħed minn dawk il maħmuġ li ħabb ra .
1,"Artiklu miktub bis-sens, u sa ċertu sens apolitiku. Kemm nixtieq naqra u nara iżjed kitba u ħsibijiet hekk, mingħajr ħafna lagħaq żejjed.","artiklu miktub bis sens , u sa ċertu sens apolitiku . kemm nixtieq qara u ra iżjed kitba u ħsieb hekk , mingħajr ħaf lagħaq żejjed ."
1,Nifraħhielha tas-suċċess kemm tal-Fun Run li kienet organizzata professjonali imma anki Rockestra.,nifraħhielha tas suċċess kemm tal fun ran li kien organizzat professjonali imma anki rockestra .
0,",Bir ragun titkellem hekk ghax hekk konna imdorrijin that in nazzjonalisti.",", bir ragun tkellem hekk għax hekk kien imdorrijin that in nazzjonalist ."
0,"B'dispjaċir ninnota li filwaqt li ppruvajtu tagħtu ritratt storiku tal-knisja fil-passat, totalment injorajtu l-istorja riċenti tal-kappella.","b' dispjaċir ninnota li filwaqt li ppruvajtu ta ritratt storiku tal knisja fil passat , totalment injorajtu l istorja riċenti tal kappella ."
0,"I ask as I find it hard at my age to comprehend.If the country is doing so, so, well and if as the minister said we have a surplus? Why on earth I heard the minister say he will borrow again money from the people?Ahna ahna jew mahniex.","i ask as i find it hard at my age to comprehend . if the country is doing so , so , well and if as the minister [SURNAME] we have a surplus ? why on earth i heard the minister say he [NAME] borrow again money from the people ? huwa huwa jew mahniex ."
0,Mela 1.74 zieda mhux cekcik? Halluna!Nispera li din ma tinsteraqx bil-flixken tal-plastik.Flixken jinzammu mill-hwienet.,mela 1.74 żieda mhux ċekċik ? halluna ! nispera li din ma nsteraq bil flixken tal plastik . flixken nżamm mill ħanut .
0,Għaliex fuq il-medja hawn ħafna tgergir kontra l-gvern?,għaliex fuq il medja hawn ħaf tgergir kontra l gvern ?
0,Teatrini għandna kieku. Serjeta xejn imma.,teatrini kellu kieku . serjeta xejn imma .
0,"J'alla jinqabad u jieħu li ħaqqu. Barra hekk, min hu, għandu bżonn kura psikjatrika wkoll.","j' alla nqabad u ħa li ħaqq . barra hekk , min ħa , kellu bżonn kura psikjatrika wkoll ."
0,Għalfejn dan il-ħafna paroli fil-vojt li qed tgħidu biex il-prim ministru jneħħi lil ministru? Mela intom kontu hemm u tafu x'ġara eżatt?,għalfejn dan il ħaf paroli fil vojt li qed qal biex il prim ministru neħħa lil ministru ? mela huwa kien hemm u af x' ġara eżatt ?
1,Il-ġenituri fil-maġġoranza tagħhom iridu lill-uliedhom aħjar minnhom.,il ġenituri fil maġġoranza ta' iridu lill uliedhom aħjar minnhom .
0,"Ma kienx ħaqqu jeħel daqshekk fuq dan il-każ, din mhux  ġustizzja meta tara każijiet oħrajn !!!!!","ma kien ħaqq weħel daqshekk fuq dan il każ , din mhux ġustizzja meta [NAME] każ oħrajn !!"
0,In-nies minn sena ghal sena irid jara mhux x'sar snin ilu. B'1.75 cents fl-aqwa zmien halluna komplu idhqu b'gahan il-malti.,in nies minn sena għal sena irid ra mhux x' sar sena ilu . b' 1.75 cents fl qawwi żmien halluna kompla idhqu b' gahan il malti .
0,"M'għadhomx jiġu magħżula la l-isqof ta' Għawdex u lanqas l-Isqof Scicluna, għax nerġgħu mmorru għas-snin ħamsin u sittin tas-seklu l-ieħor.","m' għad ġie magħżul la l isqof ta' għawdex u lanqas l isqof [SURNAME] , għax reġa' mar għas sena ħamsin u sittin tas seklu l ieħor ."
1,"Prosit Dr. Busuttil int raġel fuq l-irġiel, għalkemm ma taqbilx mal-kaċċa.","prosit dr . [SURNAME] int raġel fuq l irġiel , għalkemm ma qabel mal kaċċa ."
0,Jien daqshekk ilni ma nemmen lil dan il-partit.,huwa daqshekk ilni ma emmen lil dan il partit .
0,Attenti għax il-lupu jbiddel sufu imma lupu jkun u lupu jibqa! Għalhekk żommu l-bogħod minnu! Ftakru li fil-mument tal-prova kien hemm min mar barra minn Malta u ħammeġ kemm felaħ lil Malta u l-Maltin!,attent għax il lupu biddel sufu imma lupu kien u lupu jibqa ! għalhekk żamm l bogħod minnu ! ftakar li fil mument tal prova kien hemm min mar barra minn malta u ħammeġ kemm felaħ lil malta u l maltin !
1,"Fuq kollox, ir-rappreżentanti tal-gvern barra minn Malta dejjem ifahhru lil Malta. Għax huma patrijotti.","fuq kollox , ir rappreżentant tal gvern barra minn malta dejjem ifahhru lil malta . għax huwa patrijott ."
0,Forsi Miriam Dalli tgħidilna kif il-Greċja sejra toħroġ mit-triq tal-awsterità mingħajr ma żżid in-nefqa pubblika u mingħajr ma jinħafrilha parti sostanzjali mid-dejn tagħha.,forsi [NAME] [SURNAME] qal kief il greċja sejra ħareġ mit triq tal awsterità mingħajr ma żied in nfiq pubbliku u mingħajr ma jinħafrilha parta sostanzjali mid dejn ta' .
0,Veru. Il-bullying qed iġib ruħu barra mid-djar ukoll. Ħafna drabi dan il-bullying jiġi b'nuqqas ta' edukazzjoni minn naħa tal-ġenituri.,veru . il bullying qed iġib rieħ barra mid dar ukoll . ħaf darba dan il bullying ġie b' nuqqas ta' edukazzjoni minn naħa tal ġenituri .
0,"M'għandkomx għaġla. L-ewwel ħallejtuha ssir dħin, issa tridu tirrestawrawha? X'daħk fil-wiċċ.","m' kellu għaġla . l ewwel ħall sar dħin , issa ried tirrestawrawha ? x' daħk fil wiċċ ."
0,Verament il-Melita tistma lin-nies ta' żibel !!!,verament il [NAME] tistma lin nies ta' żibel !!
1,l-ewwel budget bla taxxa. hidma ta Gvern Ghaqli.,l ewwel budget bla taxxa . ħdim ta gvern għaqli .
0,"L-akbar injorant huwa dak li jgħajjar lil ħaddieħor, speċjalment Maltin bħalu.","l kbir injorant huwa dak li għajjar lil ħaddieħor , speċjalment maltin bħalu ."
1,"Iżda jekk jirrizulta li ma kellu ebda tort, il-ministru ser jibqa hemm ikompli x-xogħol kbir li qed jagħmel , speċjalment biex inaddaf il-ħabs minn supermarket tad-drogi li kien sar taħt il-PN !!!!!","iżda jekk jirrizulta li ma kelel ebda tort , il ministru ser jibqa hemm ikompli x xogħol kbir li qed għamel , speċjalment biex inaddaf il ħabs minn supermarket tad droga li kien sar taħt il pn !!"
0,Uħud minn dawn lanqas jixirqilhom ikunu fejn qegħdin għaliex m'għandhomx la l-kapaċità u lanqas l-esperjenza tal-kariga li tpoġġew fiha.,wieħed minn dawn lanqas jixirqilhom ikunu fejn qegħied għaliex m' kellu la l kapaċità u lanqas l esperjenza tal kariga li tpoġġa fiha .
0,Hawn Malta mhux ħa naraw filmati bħal dawn għax ma raħasx il-prezz ta' petrol u diesel.,hawn malta mhux ħa ra filmat bħal dawn għax ma raħasx il prezz ta' petrol u diesel .
0,Kull żieda li ħadu l-ħaddiema tad-Drydocks wara reviżjonijiet ta' pagi/salarji wara dik is-sena m'affetwatx lil dawn il-pensjonanti għax ma ħadu xejn.,kull żieda li ħa l ħaddiem tad drydocks wara reviżjoni ta' paga / salarju wara dik is sena m' affetwatx lil dawn il pensjonanti għax ma ħa xejn .
0,Kemm hu ndispensabbli dan ir-raġel. Possibbli m'għandekx persuna aħjar minnhu biex jokkupa dan il-ministeru?? Ejja kuraġġ u tajjru!!,kemm ħa ndispensabbli dan ir raġel . possibbli m' kellu persuna aħjar minnhu biex jokkupa dan il ministeru ?? ġie kuraġġ u tajjru !!
0,"Dan huwa l-faqar ta' pajjiżna. Tal-mistħija li l- Fondazzjoni Wirt Artna tħallas manager elf euro. Dan ma naraħx bħala serq, imma sitwazzjoni li ħafna nies qiegħdin fiha, u oħrajn deħlin.","dan huwa l faqar ta' pajjiżna . tal mistħi li l fondazzjoni wirt artna ħallas manager elf euro . dan ma naraħx bħala serq , imma sitwazzjoni li ħaf nies qiegħdin fiha , u oħrajn deħlin ."
1,"Kemm hemm deputati li jixtiequ li jkunu bħalek fil-Parlament, aħna bniedma bħalek irridu li tmexxi lil dan il-pajjiż. Nawguralek ħidma għal poplu tagħna.","kemm hemm deputat li jixtiequ li kien bħalek fil parlament , huwa bniedma bħalek irridu li mexxa lil dan il pajjiż . nawguralek ħdim għal poplu tagħna ."
0,Tas-Sliema illum mhijiex xi ħaġa aqwa minn pajjiż ieħor anzi ngħidlek li hija post tedjanti.,tas sliema illum mhijiex xi ħaġa qawwi minn pajjiż ieħor anzi qal li huwa post tedjanti .
0,Ikun min ikun hemm fil-gvern hemm bżonn li dan it-tip ta' ħmieġ jitneħħa jekk vera rridu pajjiż politikament nadif. Irrelevanti min ikun hemm fil-gvern.,ikun min ikun hemm fil gvern hemm bżonn li dan it tip ta' ħmieġ jitneħħa jekk veru ried pajjiż politikament nadif . irrelevanti min ikun hemm fil gvern .
0,Jaħasra se jispiċċa anqas joħroġ barra għax jibda jistħi jidher quddiem in-nies,jaħasra se spiċċa anqas ħareġ barra għax jibda staħa deher quddiem in nies
0,Dan l-isqof qed ikompli jitfa l-knisja lura. Imnalla il-Vatikan tah transfer fejn bagħtuh minn fejn ġie. Diġa jinsab eliminat milli jinħatar Arċisqof.,dan l isqof qed ikompli jitfa l knisja lura . imnalla il vatikan tah transfer fejn bagħtuh minn fejn ġie . diġa nsab eliminat miel nħatar arċisqof .
0,"Aħna naħdmu ma' kulħadd qalilna l-imperatur fejn qatt fi żmien il-PN kellna online petizzjoni għax bniedem ta' kapaċità jitneħħa mill-kariga. F'hiex ġie dan il-pajjiż ukoll, pajjiż kommunist.","huwa ħadem ma' kulħadd qal l imperatur fejn qatt fi żmien il pn kelel online petizzjoni għax bniedem ta' kapaċità jitneħħa mill kariga . f' ħa ġie dan il pajjiż ukoll , pajjiż kommunist ."
0,"L-awtoritajiet għandhom jagħmlu ispezzjonijiet mingħajr twissija fejn ikun hemm suspetti li qegħdin jitrabbew din ix-xorta ta' annimali. Għandhom jaraw jekk hemmx spazju biżżejjed, u jaraw jekk humiex jinżammu skond il-liġi.","l awtorità kellu għamel ispezzjonijiet mingħajr twissija fejn ikun hemm suspett li qegħied jitrabbew din ix xorta ta' annimal . kellu ra jekk ħemm spazju biżżejjed , u ra jekk humiex nżamm skond il liġi ."
0,Il-qtil makabru ta' speċi ħajjin purament għal 'hobby' u mhux għal ikel huwa skandaluż u oxxen.,il qtil makabru ta' speċi ħaj purament għal ' hobby' u mhux għal ikel huwa skandaluż u oxxen .
0,Aktar noħroġ nivvota le bil-qalb. Naf li dan il-buffu mhux ser jieħu vantaġġ politiku u niġi nitnejjek minn dak il-lagħqi l-ieħor Joseph Muscat fuq din l-issue u rrid li veru Malta tagħna lkoll u mhux ta' erba kaċċaturi lliterati biss. Bħali hemm eluf kbar ta' laburisti ġenwini li nafu x'inhu ġust u naħsbu b'moħħna u mhux qalbna u deċiżi li neqirdu dan il-barbarismu.,aktar ħareġ ivvota le bil qalb . af li dan il buffu mhux ser ħa vantaġġ politiku u ġie tnejjek minn dak il lagħqi l ieħor [NAME] [SURNAME] fuq din l issue u ried li veru malta tagħna lkoll u mhux ta' erba kaċċatur lliterati biss . bħali hemm elf kbir ta' laburist ġenwin li af x' inhu ġust u ħaseb b' moħħna u mhux qalbna u deċiż li qered dan il barbarismu .
0,Jekk forsi dan il-bniedem qiegħed jara dan l-artiklu ngħidlu min jaf li kieku jagħmlu hekk lilek? Jew għax forsi hija faċli għalik tiżvoga l-ħdura ma' annimal li ma jafx jiddefendi ruħu ?,jekk forsi dan il bniedem qiegħed ra dan l artiklu qal min af li kieku għamel hekk lilek ? jew għax forsi huwa faċli għalik tiżvoga l ħdura ma' annimal li ma af jiddefendi rieħ ?
0,jew egrant,jew egrant
1,Strieħ fil-paċi MaryRose u grazzi ta'kollox.,strieħ fil paċa [NAME] u grazzi ta' kollox .
0,"Il-belt Valletta dawn l-aħħar sentejn saret belt mitluqa, mimlija karozzi, speċjalment governattivi, li jipparkjaw fejn iridu u li ħadd ma jista jkellimhom.","il belt [SURNAME] dawn l aħħar sentejn sar belt mitluq , mimli karozza , speċjalment governattivi , li jipparkjaw fejn iridu u li ħadd ma jista jkellimhom ."
0,Dawn jafu li Malta daħlet fl-EU u kartell ifisser ftehim bejn il-bejjiegħa biex ma jnaqqsux il-prezzijiet? Inkredibbli x'tustaġni u rejba.,dawn af li malta daħal fl eu u kartell ifisser ftehim bejn il bejjiegħ biex ma naqqas il prezz ? inkredibbli x' tustaġni u rejba .
0,Favoluz huwa l- gideb tieghek,favoluz huwa l gideb ta'
1,"Indikatur pożittiv ieħor. Prosit lil poplu Malti kollu li għal  dan iż-żmien sabiħ ukoll, warrab in-negattiviżmu u wera' enerġija pożittiva. Awguri.","indikatur pożittiv ieħor . prosit lil poplu malti kollu li għal dan iż żmien sabiħ ukoll , warrab in negattiviżmu u wera' enerġija pożittiv . awguri ."
0,"Partit tal-miljunarji iva, partit tan-nies tax-xogħol le. Il-verita hi li n-nies tax-xogħol iridu ekonomija li toħloq ix-xogħol.","partit tal miljunarji iva , partit tan nies tax xogħol le . il verita hi li n nies tax xogħol iridu ekonomija li ħalaq ix xogħol ."
0,Hemm bżonn aktar road blocks u sorveljanza fit-toroq tagħna. Sewqan taħt l-effett tal-alkoħol qed dejjem jiżdied.,hemm bżonn aktar road blocks u sorveljanza fit triq tagħna . sewqan taħt l effett tal alkoħol qed dejjem żdied .
0,"Hemm bżonn li meta jkun hemm xi protesta bħal tal-lum joħroġ bi hġaru mhux qas konna 100 ruħ, basta kulħadd iparla li ma jriduhomx jiġu Malta.","hemm bżonn li meta kien hemm xi protesta bħal tal liem ħareġ bi hġaru mhux qas kien 100 ruħ , basta kulħadd iparla li ma ried ġie malta ."
0,Il-flus tal-multa li weħel min ser jeħodhom?,il flus tal multa li weħel min ser jeħodhom ?
1,President ħabrieka u team ħabrieki. Kont preżenti f'ħafna attivitajiet li saru u tinnota dejjem il-ħeġġa u l-professjonalita fost l-organizzaturi.,president ħabrieki u team ħabrieki . kien preżenti f' ħaf attività li sar u tinnota dejjem il ħeġġa u l professjonalita fost l organizzaturi .
0,"Ħasra tassew, meta nafu illi aktar ma tikber il-ħsara, aktar ikun diffiċli sabiex titranġa mingħajr ma jagħti fl-għajn.","ħasra tassew , meta af illi aktar ma kiber il ħsara , aktar ikun diffiċli sabiex tranġa mingħajr ma ta fl għajn ."
0,Imnlla inqala dan l-inċident għax il-PN nsewh il-baġit u dawn ir-riżultati !!!,imnlla inqala dan l inċident għax il pn nsewh il baġit u dawn ir riżultat !!
1,Fl-aħħar qrajt xi ħaġa bis-sens.,fl aħħar qara' xi ħaġa bis sens .
0,Is-serq qatt mhu ġustifikat biex tirranġa għax paga baxxa. Issa dan għandu marka sewda għal ħajtu li ser tagħmilhielu iebsa biex isib xogħol sura.,is serq qatt mhu ġustifikat biex irranġa għax paga baxxa . issa dan kellu marka iswed għal ħajjet li ser għamel iebes biex isib xogħol sura .
0,Tilqa l-autogoals qiegħed Joseph. Responsabbilita politika m'għandha x'taqsam ma' l-ebda inkjesta.,tilqa l autogoals qiegħed [NAME] . responsabbilita politika m' kellu x' qasam ma' l ebda inkjesta .
0,"Nittama li dawn ir-residenti li jingħataw permess biex ibiddlu djarhom f'boutique hotel, jinsabu f'żoni turistiċi u mhux qalb toroq residenzjali fejn żgur iżidu t-traffiku u periklu għar-residenti speċjalment għat-tfal.","ttama li dawn ir resident li jingħataw permess biex ibiddlu djarhom f' boutique hotel , nsab f' żona turistiku u mhux qalb triq residenzjali fejn żgur iżidu t traffiku u periklu għawar resident speċjalment għat tifel ."
0,L-edukazzjoni taħt Varist sejra mill-ħażin għall-agħar. Kwistjonijiet dwar ħlasijiet tal-istipendji lill-istudenti tal-Universita u tas-seminarju Għawdex.,l edukazzjoni taħt varist sejra mill ħażin għall agħar . kwistjoni dwar ħlas tal istipendji lill istudenti tal universita u tas seminarju għawdex .
0,Jien ser nivvota le għaliex il-kaċċa fir-rebbiegħa ġiet abbużata wisq u minħabba l-arroganza tal-kaċċaturi.,huwa ser ivvota le għaliex il kaċċa fir rebbiegħa ġie abbużata wisq u minħabba l arroganza tal kaċċatur .
0,Poplu minn dak jinteressah mhux mis-sentenza sospiża!,poplu minn dak jinteressah mhux mis sentenza sospiż !
0,Jien kien hemm min kien hemm fil-gvern il-ħażin dejjem ktibt li kien ħażin imma nies bħalek fihom ħasra għax jaħsbu b'moħħ ħaddieħor u mmexxija minn imnieħerhom.,huwa kien hemm min kien hemm fil gvern il ħażin dejjem kiteb li kien ħażin imma nies bħalek fihom ħasra għax ħaseb b' moħħ ħaddieħor u mmexxija minn imnieħerhom .
0,Naħseb aħjar niġbru petizzjoni ħa nagħmlu referendum minn ħabba l-immigranti biex ma jidħlux u jaċċettawhom hawn Malta għax kif qed jidher aħna sibna ż-żbiba minn dawn tal-aħħar.,ħaseb aħjar ġabar petizzjoni ħa għamel referendum minn ħabba l immigrant biex ma daħal u jaċċettawhom hawn malta għax kief qed deher huwa sab ż żbib minn dawn tal aħħar .
1,"Hekk sewwa u hekk għandu jkun. Għandhom jitħawlu jew jitpoġġew aktar siġar f'bosta inħawi madwar ir-Rabat, Pjazza Savina, Pjazza San Gorg, tul triq ir-Repubblika u inħawi oħra.","hekk sewwa u hekk kellu kien . kellu tħawwel jew tpoġġa aktar siġra f' bosta inħawi madwar ir rabat , pjazza savina , pjazza san [NAME] , tal triq ir repubblika u inħawi oħra ."
0,"Ħalluh ħa jlablab fil-vojt lil Xmun, għax bis-saħħa tiegħu qegħdin naraw kemm għamlu ħnieżrijiet f'25 sena.","ħalluh ħa lablab fil vojt lil xmun , għax bis saħħa ta' qegħied ra kemm għamel ħnieżrijiet f' 25 sena ."
1,"Prosit ibqa sejjer hekk, aħdem għal ġid tal-poplu Malti u Għawdxi kollu flimkien ma' sħabek tal-kabinett u l-membri parlamentari kollha.","prosit ibqa sejjer hekk , ħadem għal ġid tal poplu malti u għawdxi kollu flimkien ma' sħabek tal kabinett u l membru parlamentari kollha ."
1,Kemm ilu jiggverna dejjem mexa skond id-deroga dwar il-kaċċa u meta ried jieħu deċiżjoni minħabba xi żewġ kaċċaturi irresponsabbli ħadha.,kemm ilu jiggverna dejjem mexa skond id deroga dwar il kaċċa u meta ried ħa deċiżjoni minħabba xi żewġ kaċċatur irresponsabbli ħadha .
0,"Hemm ħafna aġġettivi aktar dispreġjattivi li nixtieq nuża fil-konfront tiegħek, imma għax nirrispetta lil dan il-ġurnal kif ukoll lill-qarrejja, ser nieqaf hawn!","hemm ħaf aġġettiv aktar dispreġjattivi li nixtieq weża fil konfront ta' , imma għax nirrispetta lil dan il ġurnal kief ukoll lill qarrej , ser waqaf hawn !"
0,"Rabbi ftit għaqal u tkunx prużuntuż iż-żejjed għax qiegħed tirredikola ruħek. Ħasra, jaħasra għadek żgħir.","rabba ftit għaqal u kien prużuntuż iż żejjed għax qiegħed tirredikola rieħ . ħasra , jaħasra għad żgħir ."
1,Prosit! Vera ħaqqhom.,prosit ! veru ħaqq .
